TimeStamp,Exit 1,Exit 2,Exit 3
04-04-2025 14:06,8,4,8
04-04-2025 14:12,8,8,4
04-04-2025 14:12,8,8,4
04-04-2025 14:12,8,8,4
04-04-2025 14:12,8,8,4
04-04-2025 14:13,8,8,4
04-04-2025 14:14,7,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,8,1,8
04-04-2025 14:14,9,1,10
